"","label","name","value","infection","avg"
"36","Total
gametocyte ","mean_cr_ci_n",0.44197626163899,"Non-optimal co-infection",0.369390874783634
"37","Total
gametocyte log10","mean_cr_ci",0,"Optimal co-infection",0.210410105333027
"38","Total
gametocyte log10","mean_cr_si",0.424939946215543,"Optimal single infection",0.210410105333027
"39","Total
gametocyte log10","mean_cr_si_n",0,"Non-optimal single infection",0.210410105333027
"40","Total
gametocyte log10","mean_cr_ci_n",0.416700475116566,"Non-optimal co-infection",0.210410105333027
"41","Total asexual
iRBC ","mean_cr_ci",0.17713467672775,"Optimal co-infection",0.290748343032555
"42","Total asexual
iRBC ","mean_cr_si",0.414164144290968,"Optimal single infection",0.290748343032555
"43","Total asexual
iRBC ","mean_cr_si_n",0.154143647219169,"Non-optimal single infection",0.290748343032555
"44","Total asexual
iRBC ","mean_cr_ci_n",0.417550903892333,"Non-optimal co-infection",0.290748343032555
"45","Total asexual
iRBC log10","mean_cr_ci",0.172655562723939,"Optimal co-infection",0.281036711588043
"46","Total asexual
iRBC log10","mean_cr_si",0.425223425302086,"Optimal single infection",0.281036711588043
"47","Total asexual
iRBC log10","mean_cr_si_n",0.0985858115422571,"Non-optimal single infection",0.281036711588043
"48","Total asexual
iRBC log10","mean_cr_ci_n",0.427682046783889,"Non-optimal co-infection",0.281036711588043
"49","Total iRBC ","mean_cr_ci",0.183033255584225,"Optimal co-infection",0.286149198567667
"50","Total iRBC ","mean_cr_si",0.440627698774767,"Optimal single infection",0.286149198567667
"51","Total iRBC ","mean_cr_si_n",0.0798077142237367,"Non-optimal single infection",0.286149198567667
"52","Total iRBC ","mean_cr_ci_n",0.441128125687937,"Non-optimal co-infection",0.286149198567667
"53","Total iRBC log10","mean_cr_ci",0.187661139304882,"Optimal co-infection",0.277963876580888
"54","Total iRBC log10","mean_cr_si",0.421694924664349,"Optimal single infection",0.277963876580888
"55","Total iRBC log10","mean_cr_si_n",0.0807943019110021,"Non-optimal single infection",0.277963876580888
"56","Total iRBC log10","mean_cr_ci_n",0.421705140443321,"Non-optimal co-infection",0.277963876580888
"57","Total sexual
iRBC ","mean_cr_ci",0.269334136835248,"Optimal co-infection",0.361029211704699
"58","Total sexual
iRBC ","mean_cr_si",0.453984428660538,"Optimal single infection",0.361029211704699
"59","Total sexual
iRBC ","mean_cr_si_n",0.268339283468116,"Non-optimal single infection",0.361029211704699
"60","Total sexual
iRBC ","mean_cr_ci_n",0.452458997854895,"Non-optimal co-infection",0.361029211704699
